Row ID,Order ID,Product ID,Ship Date,Ship Mode,Customer ID,Order Date,Order_Data_year,Order_Data_month,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,unitprice,Promotion name
766,CA-2014-162775,TEC-AC-10003174,2014.1.15,Second Class,CS-12250,2019.1.13,"2,019",1,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,840600,6,0%,140100,
767,CA-2014-162775,OFF-BI-10004187,2014.1.15,Second Class,CS-12250,2019.1.13,"2,019",1,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Binders,3-ring staple pack,7200,3,0%,2400,
768,CA-2014-162775,OFF-ST-10000025,2014.1.15,Second Class,CS-12250,2019.1.13,"2,019",1,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,744000,6,0%,124000,
2979,CA-2014-109232,FUR-CH-10000422,2014.1.16,Second Class,ND-18370,2019.1.13,"2,019",1,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,709200,6,0%,118200,
4938,CA-2014-157147,OFF-ST-10000078,2014.1.18,Standard Class,BD-11605,2019.1.13,"2,019",1,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1723500,5,0%,344700,
4939,CA-2014-157147,FUR-BO-10003034,2014.1.18,Standard Class,BD-11605,2019.1.13,"2,019",1,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",434010,3,15%,170200,월간 정기 쿠폰
4940,CA-2014-157147,OFF-AR-10003514,2014.1.18,Standard Class,BD-11605,2019.1.13,"2,019",1,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,4009 Highlighters by Sanford,25500,5,0%,5100,
9629,CA-2014-118192,OFF-PA-10002947,2014.1.18,Standard Class,MM-17920,2019.1.13,"2,019",1,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Paper,Xerox 1923,48160,7,20%,8600,월간 정기 쿠폰
9630,CA-2014-118192,OFF-BI-10003476,2014.1.18,Standard Class,MM-17920,2019.1.13,"2,019",1,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Binders,Avery Metallic Poly Binders,4440,2,70%,7400,VIP쿠폰
6475,CA-2014-149524,FUR-BO-10003433,2014.1.15,First Class,BS-11590,2019.1.14,"2,019",1,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,Sauder Cornerstone Collection Library,80400,4,50%,40200,VIP쿠폰
1914,CA-2014-103366,TEC-AC-10003628,2014.1.17,First Class,EH-13990,2019.1.15,"2,019",1,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,194500,5,0%,38900,
971,CA-2014-115791,FUR-FU-10001095,2014.1.18,Second Class,DL-13315,2019.1.16,"2,019",1,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,165120,6,20%,34400,월간 정기 쿠폰
972,CA-2014-115791,TEC-PH-10004614,2014.1.18,Second Class,DL-13315,2019.1.16,"2,019",1,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,AT&T 841000 Phone,161460,3,40%,89700,VIP쿠폰
973,CA-2014-115791,OFF-BI-10001575,2014.1.18,Second Class,DL-13315,2019.1.16,"2,019",1,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,GBC Linen Binding Covers,24120,2,70%,40200,VIP쿠폰
974,CA-2014-115791,OFF-LA-10001074,2014.1.18,Second Class,DL-13315,2019.1.16,"2,019",1,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,Round Specialty Laser Printer Labels,38880,3,20%,16200,월간 정기 쿠폰
5365,CA-2014-123477,OFF-AP-10000692,2014.1.21,Second Class,DW-13195,2019.1.18,"2,019",1,David Wiener,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,84160,4,20%,26300,월간 정기 쿠폰
5463,CA-2014-146591,OFF-BI-10003676,2014.1.20,First Class,TS-21340,2019.1.19,"2,019",1,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",42000,10,70%,14000,VIP쿠폰
5464,CA-2014-146591,OFF-PA-10000659,2014.1.20,First Class,TS-21340,2019.1.19,"2,019",1,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",72640,4,20%,22700,월간 정기 쿠폰
5465,CA-2014-146591,OFF-EN-10002504,2014.1.20,First Class,TS-21340,2019.1.19,"2,019",1,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",141200,5,20%,35300,월간 정기 쿠폰
5466,CA-2014-146591,FUR-BO-10001972,2014.1.20,First Class,TS-21340,2019.1.19,"2,019",1,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,235800,5,70%,157200,VIP쿠폰
1122,US-2014-147627,TEC-PH-10001061,2014.1.26,Standard Class,HL-15040,2019.1.20,"2,019",1,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,Apple iPhone 5C,909300,7,0%,129900,
1123,US-2014-147627,OFF-AR-10002375,2014.1.26,Standard Class,HL-15040,2019.1.20,"2,019",1,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Art,Newell 351,29400,7,0%,4200,
1124,US-2014-147627,FUR-FU-10003194,2014.1.26,Standard Class,HL-15040,2019.1.20,"2,019",1,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",50000,4,0%,12500,
1125,US-2014-147627,OFF-AR-10003811,2014.1.26,Standard Class,HL-15040,2019.1.20,"2,019",1,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Art,Newell 327,8400,3,0%,2800,
1126,US-2014-147627,OFF-EN-10001539,2014.1.26,Standard Class,HL-15040,2019.1.20,"2,019",1,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Envelopes,Staple envelope,30300,3,0%,10100,
1127,US-2014-147627,FUR-CH-10002331,2014.1.26,Standard Class,HL-15040,2019.1.20,"2,019",1,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1388100,3,0%,462700,
5737,CA-2014-148614,OFF-PA-10002893,2014.1.25,Standard Class,MV-17485,2019.1.20,"2,019",1,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",25000,2,0%,12500,
5738,CA-2014-148614,FUR-FU-10003194,2014.1.25,Standard Class,MV-17485,2019.1.20,"2,019",1,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",25000,2,0%,12500,
6327,CA-2014-167927,OFF-ST-10000760,2014.1.26,Standard Class,XP-21865,2019.1.20,"2,019",1,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,18100,1,0%,18100,
6328,CA-2014-167927,FUR-FU-10002918,2014.1.26,Standard Class,XP-21865,2019.1.20,"2,019",1,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,354600,3,0%,118200,
6329,CA-2014-167927,OFF-BI-10000605,2014.1.26,Standard Class,XP-21865,2019.1.20,"2,019",1,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",24500,5,0%,4900,
6330,CA-2014-167927,OFF-AP-10002311,2014.1.26,Standard Class,XP-21865,2019.1.20,"2,019",1,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",321840,4,10%,89400,월간 정기 쿠폰
6331,CA-2014-167927,OFF-ST-10003123,2014.1.26,Standard Class,XP-21865,2019.1.20,"2,019",1,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,86400,2,0%,43200,
6332,CA-2014-167927,OFF-AR-10004456,2014.1.26,Standard Class,XP-21865,2019.1.20,"2,019",1,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,57000,3,0%,19000,
6333,CA-2014-167927,FUR-FU-10002268,2014.1.26,Standard Class,XP-21865,2019.1.20,"2,019",1,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,Ultra Door Push Plate,18900,3,0%,6300,
6334,CA-2014-167927,OFF-BI-10004364,2014.1.26,Standard Class,XP-21865,2019.1.20,"2,019",1,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,Storex Dura Pro Binders,38500,5,0%,7700,
7121,US-2014-147774,OFF-BI-10003091,2014.1.26,Standard Class,MM-18280,2019.1.20,"2,019",1,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167,South,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,87330,1,70%,291100,VIP쿠폰
9990,CA-2014-110422,FUR-FU-10001889,2014.1.23,Second Class,TB-21400,2019.1.21,"2,019",1,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,Furniture,Furnishings,Ultra Door Pull Handle,32640,3,20%,13600,월간 정기 쿠폰
9156,CA-2014-102645,OFF-PA-10001804,2014.1.28,Standard Class,IM-15055,2019.1.23,"2,019",1,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,Xerox 195,51600,6,0%,8600,
9887,CA-2014-146997,OFF-FA-10003467,2014.1.27,Standard Class,SG-20605,2019.1.23,"2,019",1,Speros Goranitis,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",7500,3,0%,2500,
2579,US-2014-155502,FUR-FU-10004587,2014.1.31,Standard Class,SD-20485,2019.1.26,"2,019",1,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",81600,3,0%,27200,
2580,US-2014-155502,OFF-ST-10004337,2014.1.31,Standard Class,SD-20485,2019.1.26,"2,019",1,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",636800,8,0%,79600,
2581,US-2014-155502,OFF-PA-10003072,2014.1.31,Standard Class,SD-20485,2019.1.26,"2,019",1,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",25200,3,0%,8400,
2582,US-2014-155502,OFF-PA-10000380,2014.1.31,Standard Class,SD-20485,2019.1.26,"2,019",1,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",21600,2,0%,10800,
2583,US-2014-155502,TEC-PH-10004833,2014.1.31,Standard Class,SD-20485,2019.1.26,"2,019",1,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,Macally Suction Cup Mount,201500,13,0%,15500,
2584,US-2014-155502,FUR-FU-10001847,2014.1.31,Standard Class,SD-20485,2019.1.26,"2,019",1,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,15900,3,0%,5300,
2585,US-2014-155502,TEC-PH-10002103,2014.1.31,Standard Class,SD-20485,2019.1.26,"2,019",1,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,Jabra SPEAK 410,244200,2,0%,122100,
8150,CA-2014-167997,OFF-BI-10001758,2014.1.29,First Class,CA-11965,2019.1.26,"2,019",1,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,13800,2,0%,6900,
8151,CA-2014-167997,FUR-BO-10004409,2014.1.29,First Class,CA-11965,2019.1.26,"2,019",1,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",184400,2,0%,92200,
3795,US-2014-117163,OFF-ST-10003692,2014.2.2,Standard Class,EJ-13720,2019.1.27,"2,019",1,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,74300,1,0%,74300,
3796,US-2014-117163,FUR-TA-10003469,2014.2.2,Standard Class,EJ-13720,2019.1.27,"2,019",1,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,Balt Split Level Computer Training Table,432720,3,20%,180300,월간 정기 쿠폰
3797,US-2014-117163,OFF-AR-10003179,2014.2.2,Standard Class,EJ-13720,2019.1.27,"2,019",1,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,47200,4,0%,11800,
3084,CA-2014-100328,OFF-BI-10000343,2014.2.3,Standard Class,JC-15340,2019.1.28,"2,019",1,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",5040,1,20%,6300,월간 정기 쿠폰
6388,CA-2014-134103,OFF-PA-10001204,2014.2.4,Standard Class,MV-18190,2019.1.30,"2,019",1,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,Xerox 1972,13600,2,0%,6800,
6389,CA-2014-134103,OFF-ST-10000991,2014.2.4,Standard Class,MV-18190,2019.1.30,"2,019",1,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,298800,2,0%,149400,
3366,CA-2014-115161,FUR-BO-10003966,2014.2.2,First Class,LC-17050,2019.1.31,"2,019",1,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691,West,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",377740,2,15%,222200,월간 정기 쿠폰
541,CA-2014-140795,TEC-AC-10001432,2014.2.3,First Class,BD-11500,2019.2.1,"2,019",2,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,Technology,Accessories,Enermax Aurora Lite Keyboard,609000,6,0%,101500,
1704,CA-2014-139857,OFF-FA-10001843,2014.2.6,Standard Class,CD-12790,2019.2.2,"2,019",2,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,Office Supplies,Fasteners,Staples,16000,5,0%,3200,
9138,CA-2014-123400,OFF-BI-10000666,2014.2.9,Standard Class,EB-13930,2019.2.2,"2,019",2,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Binders,Surelock Post Binders,23820,2,70%,39700,설날프로모션
9139,CA-2014-123400,TEC-PH-10002890,2014.2.9,Standard Class,EB-13930,2019.2.2,"2,019",2,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,AT&T 17929 Lendline Telephone,235200,5,20%,58800,설날프로모션
1518,CA-2014-111059,OFF-BI-10004593,2014.2.6,Second Class,TB-21400,2019.2.3,"2,019",2,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,108960,2,20%,68100,설날프로모션
1519,CA-2014-111059,OFF-BI-10002827,2014.2.6,Second Class,TB-21400,2019.2.3,"2,019",2,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,Avery Durable Poly Binders,17040,3,20%,7100,설날프로모션
1544,CA-2014-107181,OFF-BI-10004230,2014.2.8,Standard Class,DB-13270,2019.2.4,"2,019",2,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,GBC Recycled Grain Textured Covers,107760,3,20%,44900,설날프로모션
1545,CA-2014-107181,OFF-PA-10000350,2014.2.8,Standard Class,DB-13270,2019.2.4,"2,019",2,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",44400,4,0%,11100,
8585,CA-2014-104808,OFF-BI-10003676,2014.2.8,Second Class,MH-17440,2019.2.4,"2,019",2,Mark Haberlin,Corporate,United States,Escondido,California,92025,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",22400,2,20%,14000,설날프로모션
1998,CA-2014-131905,OFF-LA-10002787,2014.2.9,First Class,ND-18460,2019.2.6,"2,019",2,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Labels,Avery 480,19200,4,0%,4800,
1999,CA-2014-131905,TEC-PH-10003645,2014.2.9,First Class,ND-18460,2019.2.6,"2,019",2,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,Aastra 57i VoIP phone,210000,1,0%,210000,
2000,CA-2014-131905,TEC-PH-10001615,2014.2.9,First Class,ND-18460,2019.2.6,"2,019",2,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,AT&T CL82213,188000,5,0%,37600,
8981,CA-2014-108182,OFF-BI-10001196,2014.2.10,Second Class,DL-13315,2019.2.6,"2,019",2,Delfina Latchford,Consumer,United States,Romeoville,Illinois,60441,Central,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",11600,2,80%,29000,설날프로모션
850,CA-2014-107755,TEC-AC-10000710,2014.2.12,Standard Class,CK-12760,2019.2.7,"2,019",2,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036,East,Technology,Accessories,Maxell DVD-RAM Discs,149800,7,0%,21400,
8736,US-2014-169390,OFF-ST-10001558,2014.2.10,Second Class,CS-12250,2019.2.7,"2,019",2,Chris Selesnick,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,84400,4,0%,21100,
9267,CA-2014-125759,FUR-FU-10002111,2014.2.9,First Class,NM-18445,2019.2.8,"2,019",2,Nathan Mautz,Home Office,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",18800,2,0%,9400,
5631,CA-2014-127614,TEC-AC-10001432,2014.2.15,Standard Class,NF-18385,2019.2.11,"2,019",2,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Accessories,Enermax Aurora Lite Keyboard,304500,3,0%,101500,
5632,CA-2014-127614,FUR-TA-10003715,2014.2.15,Standard Class,NF-18385,2019.2.11,"2,019",2,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1632600,6,0%,272100,
5633,CA-2014-127614,OFF-BI-10003291,2014.2.15,Standard Class,NF-18385,2019.2.11,"2,019",2,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,22600,2,0%,11300,
9255,CA-2014-168368,FUR-CH-10001146,2014.2.15,Second Class,GA-14725,2019.2.11,"2,019",2,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",79100,1,0%,79100,
9256,CA-2014-168368,OFF-LA-10004853,2014.2.15,Second Class,GA-14725,2019.2.11,"2,019",2,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Labels,Avery 483,19200,3,0%,6400,
9257,CA-2014-168368,OFF-BI-10004728,2014.2.15,Second Class,GA-14725,2019.2.11,"2,019",2,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,12400,2,0%,6200,
